senti_words,score
뛰어난 미인,2.0
뛰어난 사람,2.0
뛰어난 사람으로,2.0
뛰어난 성질,2.0
뛰어난 슬기나,2.0
뛰어난 역량을,2.0
뛰어난 영웅,2.0
뛰어난 예능을,2.0
뛰어난 자연의,2.0
뛰어난 재능,2.0
뛰어난 재능과,2.0
뛰어난 재주,2.0
뛰어난 재주나,2.0
뛰어난 지혜,2.0
뛰어난 진리,2.0
뛰어난 풍채와,2.0
뛰어남,2.0
뛰어넘다,1.0
뜨겁다,0.0
뜨끔거리는,-1.0
뜨끔거리는 느낌이,-1.0
뜨끔뜨끔히,-1.0
뜨끔하게,-1.0
뜨끔하게 울리는,-1.0
뜨뜻하고,1.0
뜻깊은,2.0
뜻깊은 일이나,2.0
뜻대로 되지 아니하거나,-2.0
뜻대로 되지 아니하여,-2.0
뜻대로 되지 않아,-2.0
뜻대로 안 되거나,-2.0
뜻밖의 변이나,-1.0
뜻밖의 사고가,-1.0
뜻밖의 사고를,-1.0
뜻으로 두려워서,-2.0
뜻을 굽히다,-1.0
뜻을 이루거나,2.0
뜻이 강하다,0.0
뜻이 맞지 아니하여,-2.0
뜻이 있거나,1.0
뜻하지 아니하게,-1.0
뜻하지 아니한,-1.0
뜻한 바를 굽히지 않고 밀고 나아가는 힘이 있다,1.0
띠꾸,-2.0
로맨티시즘,1.0
루머,-1.0
리즈시절,1.0
ㅁㅊ,-1.0
마구 가두거나,-2.0
마구 내버리거나,-2.0
마구 다그치다,-2.0
마구 들볶다,-2.0
마구 때림을,-2.0
마구 떠들거나,-2.0
마구 떠들어,-2.0
마구 쓰는 모양,-1.0
마구 쓰다,-1.0
마구 죄어들거나,-2.0
마구 주저앉거나,-1.0
마구 죽이는,-2.0
마구 죽이는 일,-2.0
마구 죽임을,-2.0
마구 지껄이는,-2.0
마구 쳐부수는,-2.0
마구 헐뜯는,-2.0
마구 헝클어지거나,-2.0
마구 화풀이를,-2.0
마는 둥,0.0
마땅치 않은,-1.0
마땅하고,2.0
마땅하고 떳떳한,2.0
마땅하고 좋게,1.0
마땅하지 않은,-2.0
마르거나 시들어서,-1.0
마맛자국이,-1.0
마비,-1.0
마비 따위의,-1.0
마비되거나,-1.0
마비되고 저리거나,-1.0
마비되는,-2.0
마비되는 병증,-2.0
마비에서,-1.0
마스터피스,2.0
마약,-1.0
마음대로,0.0
마음대로 정치를,-1.0
마음대로 처리함을,-1.0
마음대로 하다,0.0
마음대로 함을,-1.0
마음대로 행동함,-1.0
마음속에 간직하다,1.0
마음속이 답답하여,-2.0
마음씨가 곱고,1.0
마음씨가 맑고,1.0
마음에 간직하다,1.0
마음에 걸려,-1.0
마음에 걸리는,-1.0
마음에 걸리는 일이,-1.0
마음에 걸리다,-1.0
마음에 걸리어,-1.0
마음에 근심이,-2.0
마음에 내키지 않게,-1.0
마음에 들,2.0
마음에 들다,2.0
마음에 들어,2.0
마음에 들지 아니하다,-2.0
마음에 들지 아니하여,-2.0
마음에 들지 아니하여서,-2.0
마음에 들지 않거나,-2.0
마음에 들지 않다,-2.0
마음에 들지 않아,-2.0
마음에 멍이 들거나,-2.0
마음에 모자라,-1.0
마음에 못마땅하거나,-2.0
마음에 못마땅하여,-2.0
마음에 못마땅할,-2.0
마음에 미안하게,-2.0
마음에 미안하고,-2.0
마음에 미안하다,-2.0
마음에 미안함,-2.0
마음에 안 들거나,-2.0
마음에 언짢고,-2.0
마음에 언짢아서,-2.0
마음에 없는 말로,-1.0
마음에 없는 일을,-1.0
마음에 여유가 있다,2.0
마음에 자리자리한,-1.0
마음에 차지 아니하고,-1.0
마음에 차지 아니하여,-1.0
마음에 차지 아니하여서,-1.0
마음에 차지 않거나,-1.0
마음에 차지 않아,-1.0
마음에 흐뭇하거나,2.0
마음에 흐뭇하고,2.0
마음에 흐뭇하여,2.0
마음에 흡족하여,2.0
마음으로 근심함,-2.0
마음으로 좀스럽게,-2.0
마음을 가라앉히고,1.0
마음을 계속 졸이는,-1.0
마음을 계속 졸이다,-1.0
마음을 깨끗이,1.0
마음을 놓을 수 없게,-2.0
마음을 놓지 못하고,-1.0
마음을 받아들이다,1.0
마음을 베풀거나,1.0
마음을 상하게,-2.0
마음을 써서,1.0
마음을 조임,-1.0
마음을 졸이는,-1.0
마음을 졸이다,-1.0
마음을 졸이며,-1.0
마음을 졸임,-1.0
마음을 털어놓고,1.0
마음을 편안하고,2.0
마음을 편히,2.0
마음을 홀리는,1.0
마음의 괴로움과,-2.0
마음의 병을,-1.0
마음이 가볍고,2.0
마음이 간절하다,1.0
마음이 거북하다,-2.0
마음이 괴로운,-2.0
마음이 괴롭고,-2.0
마음이 구슬퍼질,-2.0
마음이 놓이지 않아,-1.0
마음이 답답하고,-2.0
마음이 들뜬,2.0
마음이 맑게,2.0
마음이 맞고,2.0
마음이 맞지 아니하여,-2.0
마음이 몹시 상함,-2.0
마음이 무거워지다,-2.0
마음이 무겁거나,-1.0
마음이 불안하거나,-2.0
마음이 불안하게,-2.0
마음이 불안하다,-2.0
마음이 불안한,-2.0
마음이 불편하고,-2.0
마음이 불편하여,-2.0
마음이 사늘한,-1.0
마음이 상하게,-2.0
마음이 상하다,-2.0
마음이 상함,-2.0
마음이 생기다,1.0
마음이 서로 맞지 않아,-1.0
마음이 서운하거나,-2.0
마음이 설레다,2.0
마음이 슬프다,-2.0
마음이 신령하다,1.0
마음이 신령하여,1.0
마음이 쓰리고,-2.0
마음이 아프고,-2.0
마음이 아프다,-2.0
마음이 아픈,-2.0
마음이 아플,-2.0
마음이 안 놓여,-1.0
마음이 안타깝거나,-2.0
마음이 안타깝게,-2.0
마음이 언짢게,-2.0
마음이 언짢고,-2.0
마음이 언짢아서,-2.0
마음이 언짢아지다,-2.0
마음이 우울하게,-2.0
마음이 움직이다,1.0
마음이 움직임,1.0
마음이 조급하여,-2.0
마음이 좁고,-2.0
마음이 좁아,-2.0
마음이 즐겁고,2.0
마음이 지치어,-2.0
마음이 진정되어,1.0
마음이 참되고,2.0
마음이 초조하고,-2.0
마음이 초조하고 불안하다,-2.0
마음이 초조한,-2.0
마음이 초초하고,-2.0
마음이 크다,2.0
마음이 텅 비어,-1.0
마음이 텅 빈것같이,-1.0
마음이 편안하게,2.0
마음이 편안하다,2.0
마음이 편안하지 못하다,-1.0
마음이 평온하다,2.0
마음이 평온히,2.0
마음이 풀리어,1.0
마음이 한가하게,2.0
마음이 한가하다,2.0
마음이 허전하거나,-1.0
마음이 후련하게,2.0
마음이 후련하고,2.0
마음이 후련하다,2.0
마음이 흐뭇하고,2.0
마음이 흡족하게,2.0
마음이 흡족하여,1.0
마이너스,-2.0
마주치기를 꺼리어,-1.0
마지못하여,-1.0
마지못하여 먹다,-1.0
마지못해,-1.0
마초맨,1.0
막되게,-2.0
막되게 행동하다,-2.0
막되다,-2.0
막되어,-2.0
막막하게,-2.0
막막하다,-2.0
막연하다,-2.0
막혀,-2.0
막히는,-2.0
막히는 것을,-2.0
막히는 모양,-2.0
막히는 장애물을,-2.0
막히다,-2.0
막힌 듯이,-2.0
막힘없이,2.0
막힘없이 깨끗하고,2.0
막힘없이 잘,2.0
막힘이 없는,2.0
막힘이 없다,2.0
막힘이 없이,2.0
만나고 싶지 않았던,-1.0
만나지 못하여,-1.0
만만한,-1.0
만만한 사람,-1.0
만성 질환,-1.0
만성 피부염,-1.0
만족,2.0
만족과,2.0
만족과 기쁨을,2.0
만족스러운,2.0
만족스러운 데가,2.0
만족스러운 듯이,2.0
만족스러운 듯하다,2.0
만족스러운 모양,2.0
만족스럽거나,2.0
만족스럽게,2.0
만족스럽다,2.0
만족스럽지 못하게,-1.0
만족스럽지 못하다,-1.0
만족스럽지 않고,-1.0
만족시키는,2.0
만족시키는 일,2.0
만족을 줄,2.0
만족하는,2.0
만족하다,2.0
만족한,2.0
만족한 마음이,2.0
만족할,2.0
만족할 만큼,2.0
만족할 만하다,2.0
만족할 만한,2.0
만족함,2.0
만큼 귀여운,2.0
많다,2.0
많은 경험으로,2.0
많은 고생을,-1.0
많은 복리,2.0
많은 복리를,2.0
많은 복을,2.0
많음,1.0
많이 닥쳐오다,-1.0
많이 무질서하게,-2.0
많이 상하다,-2.0
많이 상해서,-2.0
많이 잡다,1.0
많이 잡혔음을,1.0
많이 잡히는,1.0
말끔하게,2.0
말끔하게 바로잡다,2.0
말끔하게 바로잡히다,2.0
말끔하게 반듯이,2.0
말끔하게 이루어지다,2.0
말끔하게 하다,2.0
말끔하고,2.0
말끔하고 깨끗하게,2.0
말끔하다,2.0
말끔하여,2.0
말끔한,2.0
말끔한 모양,2.0
말끔히,2.0
말끔히 가다듬어,2.0
말다툼하다,-2.0
말대꾸하다,-2.0
말대답을,-2.0
말대답을 하며,-2.0
말똥말똥,1.0
말똥말똥 쳐다보다,1.0
말라 없어지다,-1.0
말라서,-1.0
말라서 거친,-1.0
말라죽은,-2.0
말라죽을,-2.0
말라죽을 꼴로,-2.0
말로 꾀어,-1.0
말소리가 찡찡한,-1.0
말썽을,-1.0
말썽을 부리거나,-1.0
말썽을 일으키다,-1.0
말썽이,-1.0
말썽이 나서,-1.0
말쑥하고,2.0
말쑥하고 곱다,2.0
말쑥하고 단정하게,2.0
말쑥하고 잘생겨,2.0
말쑥하다,2.0
말쑥한 모양,2.0
말없이,-1.0
말에 부정하여,-2.0
말에 엇서며,-1.0
말을 부정하며,-2.0
말을 정답게,2.0
말을 함부로,-2.0
말이 버릇없고,-2.0
말짱하게,2.0
말짱하다,2.0
말하기 어렵게,-1.0
말할 수 없을 만큼,1.0
맑거나,2.0
맑거나 고르다,2.0
맑게,2.0
맑게 개는,2.0
맑고,2.0
맑고 고상한,2.0
맑고 고움,2.0
맑고 깨끗하다,2.0
맑고 깨끗하다는,2.0
맑고 깨끗한,2.0
맑고 또렷한,2.0
맑고 보드랍다,2.0
맑고 산뜻하게,2.0
맑고 아름다움,2.0
맑고 아름다움을,2.0
맑고 아름답다,2.0
맑고 투명하다,2.0
맑고 환하게,2.0
맑고 환한,2.0
맑다,2.0
맑다는,2.0
맑다는 뜻,2.0
맑아지는,2.0
맑아지는 모양,2.0
맑은,2.0
맑은 티가,2.0
맑은 향기가,2.0
맑지 못하고,-1.0
맑지 아니하고,-1.0
맑지 아니하다,-1.0
맑지 아니한,-1.0
맑지 않아서,-1.0
맛 좋은,2.0
맛깔나다,1.0
맛깔스럽게,2.0
맛도 좋은,2.0
맛없다,-1.0
맛없이,-1.0
맛없이 우쭐하여,-1.0
맛이 개운하게,2.0
맛이 달거나,1.0
맛이 약하다,-1.0
맛이 없이,-1.0
맛이 있게,2.0
맛이 있다,2.0
맛이 있으며,2.0
맛이 좋게,2.0
맛이 좋음,2.0
맛있게,2.0
맛있게 먹는,2.0
맛있게 먹다,2.0
맛있게 씹는,2.0
맛있게 씹다,2.0
맛있는,2.0
맛있는 것을,2.0
맛있는 음식,1.0
맛있다,2.0
맛집,2.0
망그러지다,-1.0
망상,-2.0
망상과 잡념을 없애고,1.0
망설여지며,-1.0
망설이거나,-1.0
망설이고,-1.0
망설이기만,-1.0
망설이기만 하고,-1.0
망설이는,-1.0
망설이는 모양,-1.0
망설이다,-1.0
망설이며,-1.0
망설이며 주저주저하는,-1.0
망설이며 주저주저하다,-1.0
망신,-2.0
망신스러운,-2.0
망신스러운 일을,-2.0
망실,-1.0
망실하다,-1.0
망치는 짓을,-2.0
망치다,-2.0
망하는,-2.0
망하는 때,-2.0
망하다,-2.0
망할,-2.0
망할 꼴로,-2.0
맞갖지 않게,-2.0
맞갖지 않다,-2.0
맞거나,-1.0
맞거나 하여,-1.0
맞게 행동하는,2.0
맞고 순순히,1.0
맞지 아니하고,-1.0
맞지 아니하기도,-1.0
맞지 아니하다,-1.0
맞지 아니하여,-1.0
맞지 아니한다고,-1.0
맞지 아니함,-1.0
맞지 않거나,-1.0
맞지 않게,-1.0
맞지 않는,-1.0
맞추기 힘들,-2.0
맞추기 힘들 만큼,-2.0
맞추어,1.0
맞추어 나가다,1.0
매끄러운,1.0
매끄러운 모양,1.0
매끄러워서,1.0
매끄럽고,1.0
매끄럽다,1.0
매끈둥대다,1.0
매끈하게,1.0
매끈하지 못하고,-1.0
매독,-2.0
매독균의,-2.0
매독균의 침입으로,-2.0
매력에,1.0
매력에 이끌리는,2.0
매력에 이끌리다,2.0
매력이 있다,2.0
매력있다,2.0
매력적이다,2.0
매력적인,1.0
매로,-1.0
매로 때리는,-2.0
매료되어,1.0
매료되어 취하다,1.0
매를 맞는,-1.0
매몰차게,-2.0
매몰차고,-2.0
매섭게 공격하다,-2.0
매섭게 독하거나,-2.0
매스껍고,-2.0
매슥매슥하여,-2.0
매여,-1.0
매우 가난하여,-2.0
매우 가쁘고,-2.0
매우 가소롭게,-2.0
매우 가소롭다,-2.0
매우 간지럽고,-2.0
매우 거만하게,-2.0
매우 거만하고,-2.0
매우 거친,-2.0
매우 거칠게,-2.0
매우 거칠고,-2.0
매우 거칠다,-2.0
매우 경망스럽게,-2.0
매우 경망스럽고,-2.0
매우 경망하게,-2.0
매우 경박하다,-2.0
매우 고귀한,2.0
매우 고분고분하고,1.0
매우 고통스럽게,-2.0
매우 곱다,2.0
매우 공손하게,2.0
매우 괴로워하다,-2.0
매우 괴롭다,-2.0
매우 교만하고,-2.0
매우 구성지고,2.0
매우 굼뜨게,-2.0
매우 귀엽게,2.0
매우 귀중하게,2.0
매우 귀찮을,-2.0
매우 귀하다,2.0
매우 그러하다,2.0
매우 그럴싸하다,1.0
매우 근심하다,-2.0
매우 근지럽고,-2.0
매우 급하게,-2.0
매우 급하고,-2.0
매우 기뻐서,2.0
매우 기뻐하고,2.0
매우 기쁘다,2.0
매우 기쁨,2.0
매우 까다로운,-2.0
매우 까다롭게,-2.0
매우 까다롭다,-2.0
매우 깔깔하며,-2.0
매우 깨끗하고,2.0
매우 꾸준한,2.0
매우 꾸준함,2.0
매우 나빠지거나,-2.0
매우 난폭하거나,-2.0
매우 넉넉하고,2.0
매우 눈꼴사납고,-2.0
매우 느끼하다,-2.0
매우 느리고,-2.0
매우 능글능글한,1.0
매우 능청스럽고,-2.0
매우 다정하다,2.0
매우 다행스럽다,2.0
매우 답답하다,-2.0
매우 더운,-2.0
매우 두텁다,2.0
매우 따뜻하게,2.0
매우 따뜻하다,2.0
매우 떨어지고,-2.0
매우 뛰어나,2.0
매우 뛰어나다,2.0
매우 뛰어난,2.0
매우 뛰어남,2.0
매우 뜨뜻하고,1.0
매우 만족스러운,2.0
매우 만족스럽다,2.0
매우 만족할,2.0
매우 맑고,2.0
매우 매끄럽다,1.0
매우 매끈하게,1.0
매우 멀끔하다,2.0
매우 멋없이,-2.0
매우 멍한,-2.0
매우 메스껍고,-2.0
매우 메스껍다,-2.0
매우 모질고,-2.0
매우 못된,-2.0
매우 못마땅해하면서,-2.0
매우 못마해하면서,-2.0
매우 미끄러운,1.0
매우 미끄럽다,1.0
매우 미덥지,-2.0
매우 미련하고,-2.0
매우 밉살스러운,-2.0
매우 밝고,2.0
매우 방정맞게,-2.0
매우 보드라운,2.0
매우 보드랍게,2.0
매우 보드랍고,2.0
매우 보드랍다,2.0
매우 복잡하게,-2.0
매우 부드러운,2.0
매우 부드럽게,2.0
매우 부드럽고,2.0
매우 부드럽다,2.0
매우 부산한,-2.0
매우 분명한,2.0
매우 비굴하게,-2.0
매우 비속하게,-2.0
매우 빤빤스럽고,-2.0
매우 뻔뻔스럽고,-2.0
매우 뽀얀,1.0
매우 사랑하고,2.0
매우 상냥하고,2.0
매우 상서로운,2.0
매우 상서롭다,2.0
매우 생기가,1.0
매우 서먹서먹하게,-2.0
매우 설레거나,2.0
매우 섬세하고,2.0
매우 성기게,-2.0
매우 소란스럽게,-2.0
매우 소스라치게,-2.0
매우 소중하게,2.0
매우 수더분하거나,-2.0
매우 시끄럽고,-2.0
매우 신경질적으로,-2.0
매우 심한,-2.0
매우 심함을,-2.0
매우 씩씩하고,2.0
매우 아담하고,2.0
매우 아름다운,2.0
매우 아름다움,2.0
매우 아름답게,2.0
매우 아름답고,2.0
매우 아름답다,2.0
매우 안타깝게,-2.0
매우 알짤지근하다,-2.0
매우 알짤지근한,-2.0
매우 앙큼하다,1.0
매우 애를,-2.0
매우 애통할,-2.0
매우 약한,-2.0
매우 얄밉게,-2.0
매우 어려운,-2.0
매우 어리석고,-2.0
매우 어리석은,-2.0
매우 어수선하게,-2.0
매우 어수선하다,-2.0
매우 어지러우며,-2.0
매우 어지럽게,-2.0
매우 어질고,2.0
매우 어찔어찔한,-2.0
매우 엉성하고,-2.0
매우 엉성한,-2.0
매우 여유로운,2.0
매우 온전하게,2.0
매우 온전하다,2.0
매우 옹졸하고,-2.0
매우 요란스럽게,-2.0
매우 요란하게,-2.0
매우 용감하고,2.0
매우 우락부락하고,-2.0
매우 우물쭈물하다,-2.0
매우 우악스러운,-2.0
매우 원만하다,2.0
매우 원만한,2.0
매우 위태롭거나,-2.0
매우 위태하여,-2.0
매우 익살맞다,2.0
매우 인색한,-2.0
매우 자리자리한,-2.0
매우 잘된,2.0
매우 저린,-2.0
매우 절면서,-2.0
매우 정겹고,2.0
매우 정답게,2.0
매우 정돈되어,2.0
매우 조심스러움,0.0
매우 조심스럽게,0.0
매우 좁음을,-1.0
매우 좋다,2.0
매우 좋아지다,2.0
매우 좋음,2.0
매우 중요하고,2.0
매우 즐거운,2.0
매우 즐겁고,2.0
매우 추운,-2.0
매우 치사하고,-2.0
매우 포근하게,2.0
매우 포근하고,2.0
매우 푸근하게,2.0
매우 필요하고,2.0
매우 허전하고,-2.0
매우 허전하다,-2.0
매우 허전한,-2.0
매우 화려하고,2.0
매우 후련하다,2.0
매우 후련한,2.0
매우 훌륭하게,2.0
매우 훌륭한,1.0
매우 훤하고,2.0
매우 흉하게,-2.0
매우 흐리멍덩하다,-2.0
매우 흐리멍덩한,-2.0
매우 흐뭇하고,2.0
매우 흥이,2.0
매우 힘들게,-2.0
매우 힘없이,-2.0
매질을,-2.0
매질을 하고,-2.0
매질을 하다,-2.0
맥박이 미약한,-1.0
맥박이 약하고,-1.0
맥없게,-2.0
맥없는,-2.0
맥없이,-2.0
맥없이 느리게,-2.0
맥없이 주저앉거나,-2.0
맥없이 폭,-2.0
맥이 빠져,-2.0
맥이 풀려,-2.0
맥이 풀리거나,-2.0
맥이 풀리다,-2.0
맥이 풀림,-2.0
맵시 있고,2.0
맵시가 있게,2.0
맵시가 있는,2.0
맵시가 있다,2.0
맵짜게,-1.0
맵짜게 쏘아붙이는,-1.0
맵짜다,-1.0
맹세하다,1.0
맺힌 노여움,-2.0
머리가,0.0
머리가 둔한 사람을,-1.0
머리가 몹시 어지러워,-2.0
머리가 몹시 울리고,-2.0
머리가 세다,-1.0
머리가 아픈,-2.0
머리가 어지러워서,-1.0
머리가 어지럽고,-1.0
머뭇거리거나,-1.0
머뭇거리게,-1.0
머뭇거리게 되다,-1.0
머뭇거리는,-1.0
머뭇거리는 결점,-1.0
머뭇거리는 모양,-1.0
머뭇거리다,-1.0
머뭇거리며,-1.0
머뭇대다,-1.0
머뭇머뭇하거나,-1.0
머뭇머뭇하는,-1.0
머뭇머뭇하는 모양,-1.0
머뭇하다,-1.0
머저리,-2.0
먹기 싫은,-2.0
먹을 수 없게,-1.0
먹음새가 좋아서,1.0
먹지 못하는,-1.0
먹튀,-1.0
먼지,-1.0
먼지 따위가,-1.0
멀건,-1.0
멀건 모양,-1.0
멀겋게,-1.0
멀겋다,-1.0
멀끔하게,2.0
멀끔하게 번듯이,2.0
멀끔하다,2.0
멀끔한,2.0
멀끔한 모양,2.0
멀끔히,2.0
멀끔히 가다듬어,2.0
멀리하다,-1.0
멀리함,-1.0
멀쑥하게,1.0
멀쑥하다,1.0
멀쑥한,1.0
멀쑥한 모양,1.0
멀어진 듯한,-1.0
멀쩡하다,1.0
멈칫하거나,-1.0
멋,2.0
멋들어지게,2.0
멋들어지게 부드럽고,1.0
멋스러운,2.0
멋스러운 경치를,2.0
멋스럽다,2.0
멋없다,-2.0
멋없이,-2.0
멋없이 가볍게,-1.0
멋없이 걷는,-2.0
멋없이 까다롭게,-2.0
멋없이 까다롭다,-2.0
멋없이 우쭐하는,-2.0
멋없이 우쭐하다,-2.0
멋없이 행동하는,-2.0
멋없이 행동하다,-2.0
멋없이 흔들리는,-2.0
멋없이 흔들리다,-2.0
멋을,2.0
멋이 없다,-2.0
멋이 있는,2.0
멋이 있다,2.0
멋이나,2.0
멋있거나,2.0
멋있는,2.0
멋있다,2.0
멋쟁이,2.0
멋지게,2.0
멋지고,2.0
멋지고 부드러운,2.0
멋지고 훌륭한,2.0
멋지다,2.0
멋진,1.0
멋쩍거나,-1.0
멋쩍고,-1.0
멋쩍다,-1.0
멋쩍은,-1.0
멋쩍은 사람,-1.0
멋쩍음,-1.0
멍청이,-2.0
멍청하거나,-2.0
멍청하고,-2.0
멍청하다,-2.0
멍청한,-2.0
멍청한 모양,-2.0
멍청한 사람,-2.0
멍청한 정도로,-2.0
멍하고,-1.0
멍하고 앞이,-1.0
멍한,-1.0
멍한 모양,-1.0
멍한 상태로,-1.0
메말라,-2.0
메스꺼움,-2.0
메스꺼워,-2.0
메스꺼워 구역질이,-2.0
메스꺼워 토하며,-2.0
메스껍고,-2.0
메스껍고 느끼하다,-2.0
메스껍고 느끼해지다,-2.0
메스껍다,-2.0
메슥메슥하여,-2.0
메슥메슥한,-2.0
메슥메슥한 느낌이,-2.0
멘붕,-2.0
면색여토하다,-2.0
면직을,-1.0
면직을 당하다,-1.0
멸망시키다,-2.0
멸망함,-2.0
멸명되다,-2.0
멸시,-2.0
멸시감,-2.0
멸시당하는,-2.0
멸시당하는 느낌,-2.0
멸시되다,-2.0
멸시하거나,-2.0
멸시하다,-2.0
멸여,-2.0
멸여되다,-2.0
멸여하다,-2.0
명랑하고,2.0
명랑하고 천진하게,2.0
명랑하다,2.0
명량하고,2.0
명량하다,2.0
명량한,2.0
명령을 거짓으로,-1.0
명망을 잃거나,-2.0
명망을 잃다,-2.0
명망을 잃음,-2.0
명망이 높은,2.0
명백하지 않은,-1.0
명복을 빌고,1.0
명복을 빌다,1.0
명성,2.0
명성이 높다,-1.0
명예,2.0
명예 훼손,-2.0
명예로운,2.0
명예롭다,1.0
명예롭지 못한,-2.0
명예훼손,-1.0
명존세,-2.0
명쾌하다,2.0
명쾌한,1.0
명쾌함,1.0
모두 잃거나,-2.0
모두 지쳐,-2.0
모략,-1.0
모르거나,-1.0
모르게 없어져,-1.0
모르는,-1.0
모르는 듯하다,-1.0
모르는 모양,-1.0
모르는 사람,-1.0
모르는 체하다,-1.0
모르는 체하며,-1.0
모르는 체함,-1.0
모범으로,2.0
모범으로 삼아,2.0
모범이 될,2.0
모순,-1.0
모순되다,-1.0
모순된,-1.0
모순된 것을,-1.0
모순을 초월한,1.0
모시,-1.0
모양,0.0
모양새가 밉살스러운,-1.0
모양이 꼼꼼하고,1.0
모양이 아름다워,2.0
모양이 흉하게,-2.0
모양이 흉하고,-2.0
모여 수선스럽게,-1.0
모욕,-2.0
모욕을,-2.0
모욕을 당하거나,-2.0
모자라 아쉽거나,-1.0
모자라거나,-1.0
모자라거나 낮다,-1.0
